Date,close,P_E,P_B,Div_Yield,a10_y_GSEC,Yield_gap,EPS,MCAP_GDP,EPS_1YEARAGO,EPS_GROWTH_1,PEG_1,PEGY_1,EPS_3YEARAGO,EPS_GROWTH_3,PEG_3,PEGY_3,return_1,return_3,return-5,return_7,return_10
05-Mar-99,"? 1,054.45",14.01,2.49,1.48,12.061,4.923241256,? 75.26,71,,,,,,,,,63.36%,11.72%,77.13%,201.84%,148.48%
08-Mar-99,"? 1,072.10",14.25,2.53,1.46,11.989,4.97145614,? 75.24,71,,,,,,,,,54.35%,9.82%,75.85%,190.71%,140.01%
09-Mar-99,"? 1,078.35",14.33,2.55,1.45,11.999,5.020632938,? 75.25,71,,,,,,,,,58.83%,9.29%,73.05%,190.17%,142.73%
10-Mar-99,"? 1,078.85",14.35,2.55,1.46,11.993,5.024358885,? 75.18,71,,,,,,,,,57.26%,8.69%,70.96%,195.12%,152.05%
11-Mar-99,"? 1,059.60",14.09,2.51,1.48,11.993,4.895767921,? 75.20,71,,,,,,,,,56.29%,12.59%,70.39%,202.25%,162.10%
12-Mar-99,"? 1,072.65",14.26,2.54,1.37,11.998,4.985377279,? 75.22,71,,,,,,,,,57.41%,10.72%,68.95%,197.89%,157.07%
15-Mar-99,"? 1,073.95",14.28,2.54,1.37,12.015,5.01219888,? 75.21,71,,,,,,,,,58.55%,8.74%,64.20%,200.44%,160.23%
16-Mar-99,"? 1,053.15",14,2.49,1.39,12.01,4.867142857,? 75.23,71,,,,,,,,,58.23%,9.24%,66.11%,207.08%,166.55%
17-Mar-99,"? 1,060.65",14.1,2.51,1.51,12.001,4.908801418,? 75.22,71,,,,,,,,,55.21%,9.09%,64.98%,207.89%,164.65%
18-Mar-99,"? 1,074.60",14.29,2.54,1.49,12.001,5.00309937,? 75.20,71,,,,,,,,,49.15%,7.90%,59.75%,203.58%,173.58%
19-Mar-99,"? 1,062.90",14.13,2.52,1.5,11.995,4.917859165,? 75.22,71,,,,,,,,,46.83%,10.05%,62.30%,204.84%,176.48%
20-Mar-99,"? 1,060.35",14.1,2.51,1.5,11.995,4.902801418,? 75.20,71,,,,,,,,,47.79%,10.27%,58.91%,206.23%,181.45%
22-Mar-99,"? 1,063.00",14.13,2.52,1.5,11.987,4.909859165,? 75.23,71,,,,,,,,,52.41%,8.39%,59.59%,208.54%,189.96%
23-Mar-99,"? 1,072.95",14.27,2.54,1.49,11.987,4.979291521,? 75.19,71,,,,,,,,,45.60%,7.70%,57.71%,209.58%,189.73%
24-Mar-99,"? 1,062.80",14.13,2.51,1.51,11.985,4.907859165,? 75.22,71,,,,,,,,,46.46%,7.66%,60.37%,212.85%,180.22%
25-Mar-99,"? 1,054.90",14.03,2.5,1.52,11.985,4.857416251,? 75.19,71,,,,,,,,,50.69%,7.92%,65.66%,217.96%,190.11%
26-Mar-99,"? 1,041.25",13.85,2.46,1.53,12.004,4.783783394,? 75.18,71,,,,,,,,,49.19%,7.86%,69.22%,228.35%,208.38%
30-Mar-99,"? 1,054.60",14.02,2.5,1.51,12.004,4.871332382,? 75.22,71,,,,,,,,,48.83%,6.52%,65.95%,229.35%,208.80%
01-Apr-99,"? 1,063.45",16.31,2.8,1.5,11.994,5.862792152,? 65.20,63,,,,,,,,,46.97%,6.22%,71.11%,227.53%,214.35%
05-Apr-99,"? 1,011.40",15.51,2.66,1.56,11.941,5.493546744,? 65.21,63,,,,,,,,,55.09%,12.61%,82.03%,247.13%,230.44%
06-Apr-99,"? 1,024.20",15.71,2.7,1.54,11.903,5.537627626,? 65.19,63,,,,,,,,,52.14%,11.01%,81.27%,237.32%,230.27%
07-Apr-99,"? 1,031.05",15.81,2.72,1.54,11.887,5.561889311,? 65.22,63,,,,,,,,,50.28%,8.97%,79.54%,237.37%,237.92%
08-Apr-99,"? 1,020.35",15.65,2.69,1.55,11.965,5.575223642,? 65.20,63,,,,,,,,,50.41%,12.30%,81.18%,231.26%,230.23%
09-Apr-99,? 993.40,15.24,2.62,1.6,11.95,5.38832021,? 65.18,63,,,,,,,,,43.76%,14.95%,86.59%,236.77%,240.69%
12-Apr-99,? 998.20,15.31,2.63,1.59,11.93,5.398321359,? 65.20,63,,,,,,,,,43.72%,13.73%,84.15%,243.13%,238.32%
13-Apr-99,? 994.25,15.25,2.62,1.59,11.932,5.374622951,? 65.20,63,,,,,,,,,46.14%,13.32%,88.93%,253.84%,238.48%
15-Apr-99,? 968.60,14.87,2.56,1.63,11.931,5.206050437,? 65.14,63,,,,,,,,,60.76%,17.54%,92.23%,265.05%,243.83%
16-Apr-99,"? 1,044.45",16.04,2.76,1.38,11.931,5.696586035,? 65.12,63,,,,,,,,,54.44%,9.49%,78.94%,242.14%,227.80%
17-Apr-99,? 966.95,14.85,2.55,1.49,11.931,5.196993266,? 65.11,63,,,,,,,,,68.02%,18.57%,93.20%,269.52%,259.97%
19-Apr-99,? 993.90,15.26,2.62,1.45,11.941,5.387920052,? 65.13,63,,,,,,,,,60.25%,14.11%,85.54%,257.07%,249.13%
20-Apr-99,? 995.40,15.29,2.63,1.45,11.941,5.400777632,? 65.10,63,,,,,,,,,52.57%,12.39%,85.28%,247.87%,237.79%
21-Apr-99,? 996.65,15.31,2.63,1.45,11.936,5.404321359,? 65.10,63,,,,,,,,,44.84%,12.89%,87.96%,256.77%,248.56%
22-Apr-99,? 981.65,15.08,2.59,1.47,11.932,5.300700265,? 65.10,63,,,,,,,,,44.12%,15.01%,92.49%,257.37%,272.23%
23-Apr-99,? 982.00,15.08,2.59,1.46,11.939,5.307700265,? 65.12,63,,,,,,,,,43.07%,12.05%,92.71%,257.27%,272.90%
26-Apr-99,? 931.35,14.3,2.46,1.54,11.926,4.932993007,? 65.13,63,,,,,,,,,52.00%,18.55%,95.12%,281.98%,289.23%
28-Apr-99,? 943.50,14.49,2.49,1.52,11.917,5.015688751,? 65.11,63,,,,,,,,,47.11%,17.22%,92.53%,282.14%,290.45%
29-Apr-99,? 966.60,14.84,2.55,1.48,11.886,5.147455526,? 65.13,63,,,,,,,,,40.64%,14.90%,87.15%,275.98%,274.58%
30-Apr-99,? 978.20,15.02,2.58,1.25,11.886,5.228210386,? 65.13,63,,,,,,,,,46.81%,11.87%,83.61%,272.97%,263.38%
03-May-99,? 970.75,14.95,2.56,1.25,11.885,5.196036789,? 64.93,75,,,,,,,,,45.96%,13.05%,81.99%,277.43%,279.20%
04-May-99,"? 1,008.35",15.53,2.66,1.21,11.875,5.435849968,? 64.93,75,,,,,,,,,39.49%,6.53%,77.83%,266.26%,260.51%
05-May-99,"? 1,019.55",15.73,2.69,1.35,11.873,5.515720915,? 64.82,75,,,,,,,,,30.79%,6.37%,77.52%,264.92%,252.45%
06-May-99,"? 1,046.95",16.15,2.76,1.31,11.855,5.663049536,? 64.83,75,,,,,,,,,25.70%,4.43%,75.06%,258.59%,250.70%
07-May-99,"? 1,062.90",16.4,2.81,1.29,11.864,5.766439024,? 64.81,75,,,,,,,,,29.89%,3.20%,69.77%,248.20%,306.73%
10-May-99,"? 1,094.20",16.88,2.89,1.26,11.858,5.933829384,? 64.82,75,,,,,,,,,29.99%,0.62%,61.68%,233.58%,294.67%
11-May-99,"? 1,116.00",17.21,2.95,1.23,11.863,6.052424753,? 64.85,75,,,,,,,,,22.32%,-0.47%,52.28%,213.88%,282.64%
12-May-99,"? 1,110.90",17.14,2.93,1.24,11.851,6.016694282,? 64.81,75,,,,,,,,,24.09%,0.60%,54.03%,217.16%,279.05%
13-May-99,"? 1,148.10",17.71,3.03,1.2,11.848,6.201472614,? 64.83,75,,,,,,,,,18.73%,-1.79%,49.59%,216.62%,269.18%
14-May-99,"? 1,165.35",17.98,3.08,1.05,11.86,6.298264739,? 64.81,75,,,,,,,,,11.94%,-4.20%,35.79%,190.81%,263.63%
17-May-99,"? 1,151.90",17.77,3.04,1.07,11.854,6.226537985,? 64.82,75,,,,,,,,,11.36%,-2.80%,20.56%,181.87%,257.38%
18-May-99,"? 1,160.15",17.9,3.06,1.06,11.847,6.260407821,? 64.81,75,,,,,,,,,11.99%,-3.88%,29.63%,165.60%,268.58%
19-May-99,"? 1,180.25",18.22,3.12,1.05,11.835,6.346525796,? 64.78,75,,,,,,,,,10.73%,-6.14%,32.84%,171.07%,267.47%
20-May-99,"? 1,166.90",18.01,3.08,1.06,11.828,6.27552915,? 64.79,75,,,,,,,,,12.40%,-6.35%,32.30%,166.99%,281.26%
21-May-99,"? 1,145.85",17.69,3.03,1.05,11.784,6.131088751,? 64.77,75,,,,,,,,,12.88%,-4.82%,36.16%,177.32%,295.33%
24-May-99,"? 1,151.60",18.08,3.01,1.04,11.757,6.226026549,? 63.69,75,,,,,,,,,10.11%,-6.71%,39.71%,178.71%,292.95%
25-May-99,"? 1,160.20",18.16,3.03,1.03,11.719,6.21239207,? 63.89,75,,,,,,,,,6.27%,-9.57%,38.48%,177.10%,290.51%
26-May-99,"? 1,135.50",18.28,3.1,1.3,11.718,6.247540481,? 62.12,75,,,,,,,,,7.83%,-7.94%,40.80%,180.52%,302.70%
27-May-99,"? 1,091.45",17.32,2.96,1.35,11.792,6.018327945,? 63.02,75,,,,,,,,,13.23%,-5.93%,45.35%,181.37%,320.26%
28-May-99,"? 1,081.50",17.2,2.93,1.28,11.772,5.958046512,? 62.88,75,,,,,,,,,15.36%,-1.34%,39.51%,173.90%,309.61%
31-May-99,"? 1,132.30",18.01,3.05,1.23,11.7,6.14752915,? 62.87,75,,,,,,,,,12.63%,-6.15%,31.03%,173.02%,301.92%
01-Jun-99,"? 1,123.80",18.25,3.02,1.24,11.714,6.234547945,? 61.58,79,,,,,,,,,16.66%,-7.62%,34.18%,168.43%,314.24%
02-Jun-99,"? 1,125.15",18.27,3.05,1.24,11.706,6.232546251,? 61.58,79,,,,,,,,,19.53%,-7.42%,36.44%,161.06%,312.19%
03-Jun-99,"? 1,136.65",18.75,3.08,1.23,11.704,6.370666667,? 60.62,79,,,,,,,,,21.45%,-9.19%,31.54%,151.66%,303.24%
04-Jun-99,"? 1,155.05",17.45,3.02,1.18,11.718,5.987340974,? 66.19,79,,,,,,,,,16.79%,-10.93%,31.69%,135.86%,288.21%
07-Jun-99,"? 1,156.65",17.48,3.03,1.17,11.721,6.000176201,? 66.17,79,,,,,,,,,20.11%,-10.11%,33.36%,147.81%,290.59%
08-Jun-99,"? 1,178.95",17.82,3.09,1.15,11.724,6.112327722,? 66.16,79,,,,,,,,,19.14%,-11.33%,31.52%,135.54%,269.49%
09-Jun-99,"? 1,163.20",17.58,3.05,1.2,11.724,6.035717861,? 66.17,79,,,,,,,,,22.23%,-8.51%,33.11%,128.96%,265.49%
10-Jun-99,"? 1,162.60",17.57,3.04,1.17,11.722,6.030480364,? 66.17,79,,,,,,,,,23.03%,-8.45%,32.87%,126.46%,271.03%
11-Jun-99,"? 1,141.90",17.25,2.99,1.14,11.739,5.941898551,? 66.20,79,,,,,,,,,28.18%,-8.15%,32.10%,145.10%,270.89%
14-Jun-99,"? 1,126.90",17.03,2.95,1.16,11.751,5.879009395,? 66.17,79,,,,,,,,,30.20%,-5.06%,31.45%,156.49%,276.87%
15-Jun-99,"? 1,120.50",16.93,2.93,1.17,11.765,5.858325458,? 66.18,79,,,,,,,,,28.55%,-2.09%,33.96%,160.32%,283.13%
16-Jun-99,"? 1,148.15",17.35,3.01,1.22,11.763,5.999311239,? 66.18,79,,,,,,,,,24.80%,-4.82%,30.19%,149.21%,269.45%
17-Jun-99,"? 1,176.35",17.78,3.08,1.19,11.76,6.135703037,? 66.16,79,,,,,,,,,22.03%,-7.95%,28.54%,148.52%,271.96%
18-Jun-99,"? 1,175.15",17.76,3.08,0.88,11.765,6.134369369,? 66.17,79,,,,,,,,,22.98%,-7.61%,26.89%,154.84%,273.65%
21-Jun-99,"? 1,202.30",18.17,3.15,0.89,11.763,6.259422675,? 66.17,79,,,,,,,,,22.87%,-9.43%,23.26%,153.07%,256.91%
22-Jun-99,"? 1,214.30",18.35,3.18,0.85,11.763,6.313408719,? 66.17,79,,,,,,,,,23.43%,-11.48%,21.44%,151.20%,257.48%
23-Jun-99,"? 1,193.15",18.03,3.12,0.97,11.761,6.214688297,? 66.18,79,,,,,,,,,26.31%,-10.92%,21.20%,146.67%,264.48%
24-Jun-99,"? 1,181.30",17.85,3.09,0.98,11.766,6.163759104,? 66.18,79,,,,,,,,,24.88%,-9.42%,24.50%,152.47%,274.52%
25-Jun-99,"? 1,177.00",17.79,3.08,0.97,11.79,6.168864531,? 66.16,79,,,,,,,,,26.44%,-9.72%,26.47%,153.28%,253.93%
28-Jun-99,"? 1,192.20",18.02,3.12,0.95,11.816,6.266610433,? 66.16,79,,,,,,,,,23.49%,-10.93%,27.02%,151.46%,252.47%
29-Jun-99,"? 1,191.30",18,3.12,0.95,11.851,6.295444444,? 66.18,79,,,,,,,,,21.85%,-11.41%,27.45%,162.59%,242.39%
30-Jun-99,"? 1,187.70",17.91,3.11,1.22,11.851,6.26752708,? 66.31,79,,,,,,,,,22.45%,-12.08%,26.77%,165.30%,243.60%
01-Jul-99,"? 1,183.20",17.84,3.1,1.22,11.868,6.262618834,? 66.32,86,,,,,,,,,24.24%,-11.38%,29.92%,165.27%,238.40%
02-Jul-99,"? 1,197.85",18.06,3.14,1.2,11.868,6.33090144,? 66.33,86,,,,,,,,,24.59%,-11.69%,28.35%,166.90%,231.77%
05-Jul-99,"? 1,230.25",18.55,3.22,1.17,11.818,6.42716442,? 66.32,86,,,,,,,,,19.61%,-13.11%,24.11%,156.57%,234.19%
06-Jul-99,"? 1,241.25",18.72,3.25,1.16,11.816,6.474119658,? 66.31,86,,,,,,,,,20.46%,-13.95%,25.54%,147.80%,241.07%
07-Jul-99,"? 1,243.70",18.75,3.26,1.2,11.816,6.482666667,? 66.33,86,,,,,,,,,21.52%,-13.97%,25.98%,152.63%,240.23%
08-Jul-99,"? 1,244.05",18.76,3.26,1.2,11.819,6.488509595,? 66.31,86,,,,,,,,,22.67%,-13.95%,22.03%,150.48%,251.67%
09-Jul-99,"? 1,254.00",18.91,3.28,1.18,11.807,6.518792702,? 66.31,86,,,,,,,,,20.96%,-14.37%,23.86%,154.86%,259.03%
12-Jul-99,"? 1,315.35",19.83,3.44,1.13,11.767,6.724135653,? 66.33,86,,,,,,,,,15.38%,-17.74%,18.37%,140.95%,239.77%
13-Jul-99,"? 1,321.45",19.92,3.46,1.12,11.772,6.751919679,? 66.34,86,,,,,,,,,14.24%,-18.25%,16.49%,136.36%,232.88%
14-Jul-99,"? 1,335.15",20.18,3.5,1.18,11.767,6.811598612,? 66.16,86,,,,,,,,,13.74%,-19.73%,14.05%,125.26%,238.82%
15-Jul-99,"? 1,317.70",19.92,3.46,1.19,11.883,6.862919679,? 66.15,86,,,,,,,,,16.37%,-19.81%,16.82%,127.19%,246.71%
16-Jul-99,"? 1,324.25",20.02,3.47,1.13,11.878,6.882995005,? 66.15,86,,,,,,,,,14.98%,-20.09%,17.71%,121.46%,245.27%
19-Jul-99,"? 1,349.60",20.4,3.54,1.11,11.856,6.954039216,? 66.16,86,,,,,,,,,11.87%,-22.35%,16.45%,124.00%,238.18%
20-Jul-99,"? 1,314.70",19.87,3.45,1.14,11.853,6.820287368,? 66.17,86,,,,,,,,,12.55%,-21.20%,19.12%,124.01%,243.31%
21-Jul-99,"? 1,340.15",20.26,3.52,1.14,11.853,6.917165844,? 66.15,86,,,,,,,,,9.17%,-22.95%,18.00%,122.80%,241.11%
22-Jul-99,"? 1,349.20",20.39,3.54,1.13,11.725,6.820635115,? 66.17,86,,,,,,,,,6.42%,-22.82%,18.45%,125.36%,243.64%
23-Jul-99,"? 1,342.95",20.46,3.55,1.06,11.729,6.841414467,? 65.64,86,,,,,,,,,6.05%,-22.86%,19.26%,131.59%,250.82%
26-Jul-99,"? 1,326.15",20.18,3.5,1.07,11.73,6.774598612,? 65.72,86,,,,,,,,,5.36%,-23.69%,22.01%,137.99%,252.94%
27-Jul-99,"? 1,309.85",19.94,3.46,1.08,11.723,6.707954865,? 65.69,86,,,,,,,,,0.60%,-21.98%,22.21%,139.02%,258.37%
28-Jul-99,"? 1,320.10",20.09,3.49,1.07,11.711,6.733399204,? 65.71,86,,,,,,,,,2.18%,-23.94%,20.76%,138.10%,247.36%
29-Jul-99,"? 1,325.70",20.18,3.5,1.07,11.696,6.740598612,? 65.69,86,,,,,,,,,-0.56%,-24.45%,22.10%,137.44%,238.04%
30-Jul-99,"? 1,310.15",19.94,3.46,1.08,11.673,6.657954865,? 65.70,86,,,,,,,,,2.13%,-25.70%,24.59%,142.88%,238.71%
02-Aug-99,"? 1,289.60",19.63,3.41,1.1,11.616,6.521756495,? 65.70,93,,,,,,,,,3.43%,-24.65%,27.10%,147.36%,246.72%
03-Aug-99,"? 1,285.05",19.53,3.39,1.1,11.585,6.464672299,? 65.80,93,,,,,,,,,3.72%,-25.24%,26.89%,147.21%,246.87%
04-Aug-99,"? 1,326.40",20.18,3.5,1.07,11.517,6.561598612,? 65.73,93,,,,,,,,,0.03%,-27.71%,22.63%,137.57%,247.18%
05-Aug-99,"? 1,323.30",20.13,3.49,1.07,11.467,6.499290114,? 65.74,93,,,,,,,,,0.65%,-27.63%,25.06%,142.76%,246.11%
06-Aug-99,"? 1,316.80",20.03,3.48,1.07,11.488,6.495488767,? 65.74,93,,,,,,,,,0.34%,-27.49%,24.04%,147.16%,233.22%
09-Aug-99,"? 1,327.75",20.2,3.51,1.06,11.501,6.55050495,? 65.73,93,,,,,,,,,-0.69%,-27.45%,23.71%,145.54%,235.82%
10-Aug-99,"? 1,309.75",19.83,3.44,1.07,11.547,6.504135653,? 66.05,93,,,,,,,,,0.08%,-26.20%,26.14%,150.00%,235.49%
11-Aug-99,"? 1,315.30",19.92,3.45,1.1,11.582,6.561919679,? 66.03,93,,,,,,,,,2.30%,-26.32%,23.29%,151.89%,238.59%
12-Aug-99,"? 1,309.50",19.83,3.44,1.1,11.633,6.590135653,? 66.04,93,,,,,,,,,2.71%,-27.18%,22.73%,156.28%,245.84%
13-Aug-99,"? 1,291.85",19.56,3.39,1.12,11.556,6.443525562,? 66.05,93,,,,,,,,,2.80%,-25.54%,23.71%,159.62%,259.39%
16-Aug-99,"? 1,309.90",19.83,3.44,1.1,11.52,6.477135653,? 66.06,93,,,,,,,,,0.06%,-25.96%,22.08%,156.26%,255.70%
17-Aug-99,"? 1,322.70",20.03,3.47,1.09,11.525,6.532488767,? 66.04,93,,,,,,,,,-0.36%,-26.21%,21.29%,154.48%,253.89%
18-Aug-99,"? 1,363.35",20.64,3.58,1.06,11.522,6.67703876,? 66.05,93,,,,,,,,,-0.87%,-28.88%,16.02%,146.79%,243.87%
19-Aug-99,"? 1,345.00",20.37,3.53,1.07,11.52,6.610819833,? 66.03,93,,,,,,,,,-0.27%,-27.19%,19.64%,148.01%,251.85%
20-Aug-99,"? 1,347.30",20.4,3.54,1.01,11.534,6.632039216,? 66.04,93,,,,,,,,,0.80%,-27.27%,18.04%,150.16%,246.03%
23-Aug-99,"? 1,369.70",20.74,3.6,0.99,11.529,6.707399229,? 66.04,93,,,,,,,,,0.04%,-27.83%,15.22%,147.20%,237.69%
24-Aug-99,"? 1,382.65",20.94,3.63,0.98,11.542,6.766450812,? 66.03,93,,,,,,,,,-0.10%,-28.51%,15.11%,145.98%,233.30%
25-Aug-99,"? 1,371.65",20.79,3.6,1.09,11.56,6.74999519,? 65.98,93,,,,,,,,,1.05%,-28.14%,16.33%,149.75%,234.89%
26-Aug-99,"? 1,402.50",21.25,3.68,1.07,11.561,6.855117647,? 66.00,93,,,,,,,,,-1.11%,-29.04%,14.85%,144.59%,233.72%
27-Aug-99,"? 1,417.50",21.48,3.72,1.06,11.563,6.907506518,? 65.99,93,,,,,,,,,-2.56%,-29.53%,13.51%,140.84%,237.42%
30-Aug-99,"? 1,422.60",21.56,3.74,1.05,11.596,6.957781076,? 65.98,93,,,,,,,,,-3.71%,-30.57%,14.47%,141.49%,237.78%
31-Aug-99,"? 1,412.00",21.4,3.71,1.06,11.588,6.915102804,? 65.98,93,,,,,,,,,-3.14%,-30.19%,15.56%,146.24%,240.95%
01-Sep-99,"? 1,410.70",21.38,3.71,1.06,11.617,6.939731525,? 65.98,90,,,,,,,,,-2.46%,-30.02%,15.93%,146.24%,241.63%
02-Sep-99,"? 1,375.85",20.85,3.61,1.09,11.643,6.84683693,? 65.99,90,,,,,,,,,1.33%,-26.55%,18.42%,152.73%,251.02%
03-Sep-99,"? 1,374.95",20.84,3.61,1.08,11.62,6.821535509,? 65.98,90,,,,,,,,,3.84%,-26.29%,18.85%,151.25%,249.73%
06-Sep-99,"? 1,390.20",21.07,3.65,1.07,11.66,6.91391552,? 65.98,90,,,,,,,,,2.74%,-27.99%,18.26%,149.71%,251.90%
07-Sep-99,"? 1,383.25",20.96,3.63,1.08,11.665,6.894007634,? 65.99,90,,,,,,,,,3.77%,-27.20%,19.30%,143.35%,258.46%
08-Sep-99,"? 1,399.50",21.73,3.87,1.04,11.629,7.027067188,? 64.40,90,,,,,,,,,2.88%,-27.93%,18.35%,142.22%,254.81%
09-Sep-99,"? 1,396.90",21.69,3.86,1.05,11.617,7.006580452,? 64.40,90,,,,,,,,,3.80%,-28.76%,18.05%,147.30%,256.22%
10-Sep-99,"? 1,391.10",21.6,3.85,1.05,11.61,6.98037037,? 64.40,90,,,,,,,,,4.69%,-28.22%,19.96%,149.56%,260.88%
14-Sep-99,"? 1,370.55",21.28,3.79,1.07,11.612,6.91275188,? 64.41,90,,,,,,,,,7.08%,-27.12%,22.23%,153.81%,262.62%
15-Sep-99,"? 1,374.70",21.34,3.8,1.06,11.614,6.927964386,? 64.42,90,,,,,,,,,5.92%,-27.14%,22.61%,154.07%,262.74%
16-Sep-99,"? 1,351.20",20.98,3.74,1.08,11.598,6.831555767,? 64.40,90,,,,,,,,,6.96%,-26.58%,24.57%,155.87%,267.00%
17-Sep-99,"? 1,359.70",21.11,3.76,1.08,11.574,6.836908574,? 64.41,90,,,,,,,,,4.23%,-27.50%,25.45%,157.62%,268.23%
20-Sep-99,"? 1,357.85",21.06,3.76,1.08,11.54,6.791661918,? 64.48,90,,,,,,,,,-0.26%,-26.73%,27.68%,161.67%,274.41%
21-Sep-99,"? 1,350.60",20.95,3.74,1.08,11.549,6.77573031,? 64.47,90,,,,,,,,,-2.49%,-27.17%,28.00%,162.41%,276.38%
22-Sep-99,"? 1,386.45",21.51,3.84,1.06,11.561,6.911999535,? 64.46,90,,,,,,,,,-3.14%,-29.60%,26.24%,154.13%,260.86%
23-Sep-99,"? 1,398.00",21.68,3.87,1.05,11.562,6.949453875,? 64.48,90,,,,,,,,,-4.87%,-30.64%,25.46%,155.49%,259.61%
24-Sep-99,"? 1,412.25",21.91,3.91,1.04,11.552,6.98787403,? 64.46,90,,,,,,,,,-10.32%,-31.29%,22.23%,153.45%,253.04%
27-Sep-99,"? 1,389.50",21.55,3.84,1.06,11.556,6.91562877,? 64.48,90,,,,,,,,,-6.98%,-30.46%,23.97%,157.05%,260.00%
28-Sep-99,"? 1,379.15",21.39,3.82,1.06,11.552,6.876918186,? 64.48,90,,,,,,,,,-8.07%,-29.66%,24.53%,160.19%,258.57%
29-Sep-99,"? 1,415.30",21.99,3.92,1.04,11.634,7.086478399,? 64.36,90,,,,,,,,,-8.67%,-31.47%,20.13%,152.22%,257.12%
30-Sep-99,"? 1,413.10",21.96,3.92,1.04,11.634,7.080265938,? 64.35,90,,,,,,,,,-10.38%,-30.90%,22.28%,148.77%,262.20%
01-Oct-99,"? 1,403.20",21.81,3.89,1.09,11.627,7.041947272,? 64.34,84,,,,,,,,,-9.38%,-31.36%,24.39%,154.06%,264.09%
04-Oct-99,"? 1,372.30",21.33,3.8,0.93,11.641,6.952767464,? 64.34,84,,,,,,,,,-6.58%,-30.39%,29.36%,160.13%,274.71%
05-Oct-99,"? 1,378.15",21.42,3.82,1.11,11.638,6.96946592,? 64.34,84,,,,,,,,,-5.83%,-31.20%,31.02%,158.84%,273.09%
06-Oct-99,"? 1,392.70",21.73,3.88,1.1,11.638,7.036067188,? 64.09,84,,,,,,,,,-7.75%,-31.92%,30.14%,156.41%,267.23%
07-Oct-99,"? 1,469.75",22.94,4.09,1.04,11.567,7.207802092,? 64.07,84,,,,,,,,,-12.57%,-35.04%,22.12%,142.12%,239.42%
08-Oct-99,"? 1,479.25",23.08,4.12,1.03,11.567,7.234244367,? 64.09,84,,,,,,,,,-14.33%,-35.05%,22.74%,144.79%,237.81%
11-Oct-99,"? 1,484.00",23.16,4.13,1.03,11.544,7.226210708,? 64.08,84,,,,,,,,,-16.51%,-35.66%,22.65%,147.71%,234.97%
12-Oct-99,"? 1,483.85",23.16,4.13,1.03,11.542,7.224210708,? 64.07,84,,,,,,,,,-19.00%,-35.41%,22.51%,150.97%,226.63%
13-Oct-99,"? 1,496.30",23.35,4.17,1.02,11.574,7.291344754,? 64.08,84,,,,,,,,,-19.38%,-35.10%,20.81%,148.28%,222.54%
14-Oct-99,"? 1,505.20",23.49,4.19,1.01,11.566,7.308869306,? 64.08,84,,,,,,,,,-21.82%,-35.39%,18.72%,146.52%,215.61%
15-Oct-99,"? 1,454.55",22.65,4.04,1.05,11.591,7.175988962,? 64.22,84,,,,,,,,,-19.19%,-33.07%,23.39%,152.85%,223.93%
18-Oct-99,"? 1,444.05",22.48,4.01,1.06,11.565,7.116601423,? 64.24,84,,,,,,,,,-19.81%,-32.60%,24.30%,154.62%,216.05%
20-Oct-99,"? 1,477.65",23.01,4.11,1.03,11.561,7.215063451,? 64.22,84,,,,,,,,,-23.12%,-34.24%,20.87%,149.28%,218.80%
21-Oct-99,"? 1,453.35",22.63,4.04,1.05,11.557,7.138087053,? 64.22,84,,,,,,,,,-19.76%,-33.44%,24.43%,151.65%,227.90%
22-Oct-99,"? 1,430.25",22.27,3.98,1.07,11.54,7.049654243,? 64.22,84,,,,,,,,,-18.06%,-32.70%,25.16%,157.13%,235.34%
23-Oct-99,"? 1,449.80",22.57,4.03,1.05,11.54,7.109339832,? 64.24,84,,,,,,,,,-21.10%,-33.97%,22.76%,157.92%,237.87%
25-Oct-99,"? 1,426.20",22.21,3.96,1.07,11.529,7.026523638,? 64.21,84,,,,,,,,,-19.19%,-33.61%,23.21%,164.28%,242.29%
26-Oct-99,"? 1,414.35",22.02,3.93,1.08,11.532,6.990673933,? 64.23,84,,,,,,,,,-16.29%,-34.09%,25.93%,164.72%,253.80%
27-Oct-99,"? 1,411.40",21.99,3.92,1.08,11.533,6.985478399,? 64.18,84,,,,,,,,,-15.95%,-34.63%,26.39%,166.90%,250.90%
28-Oct-99,"? 1,367.70",21.31,3.8,1.12,11.533,6.840367433,? 64.18,84,,,,,,,,,-13.82%,-31.50%,31.62%,177.20%,265.50%
29-Oct-99,"? 1,325.45",20.65,3.69,1.15,11.521,6.678384988,? 64.19,84,,,,,,,,,-11.94%,-29.25%,34.81%,187.10%,281.61%
01-Nov-99,"? 1,270.00",19.78,3.53,1.2,11.513,6.457388271,? 64.21,88,,,,,,,,,-7.66%,-25.09%,41.56%,199.94%,298.60%
02-Nov-99,"? 1,332.20",20.75,3.7,1.15,11.51,6.690722892,? 64.20,88,,,,,,,,,-9.86%,-28.58%,36.14%,185.15%,279.43%
03-Nov-99,"? 1,326.40",20.66,3.69,1.17,11.504,6.663728945,? 64.20,88,,,,,,,,,-7.66%,-27.47%,38.53%,184.78%,276.13%
04-Nov-99,"? 1,336.80",20.83,3.72,1.16,11.499,6.698231877,? 64.18,88,,,,,,,,,-7.09%,-28.01%,37.26%,183.99%,277.95%
05-Nov-99,"? 1,364.55",21.26,3.79,1.14,11.497,6.793331138,? 64.18,88,,,,,,,,,-9.11%,-29.60%,35.74%,181.03%,274.01%
